Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\1\\bulbasaur.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\1\\bulbasaur
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\89\\muk.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\89\\muk
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\90\\shellder.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\90\\shellder
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\91\\cloyster.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\91\\cloyster
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\92\\gastly.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\92\\gastly
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\93\\haunter.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\93\\haunter
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\94\\gengar.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\94\\gengar
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\95\\onix.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\95\\onix
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\96\\drowzee.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\96\\drowzee
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\97\\hypno.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\97\\hypno
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\98\\krabby.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\98\\krabby
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\99\\kingler.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\99\\kingler
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\100\\voltorb.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\100\\voltorb
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\101\\electrode.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\101\\electrode
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\102\\exeggcute.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\102\\exeggcute
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\103\\exeggutor.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\103\\exeggutor
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\104\\cubone.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\104\\cubone
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\105\\marowak.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\105\\marowak
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\106\\hitmonlee.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\106\\hitmonlee
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\107\\hitmonchan.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\107\\hitmonchan
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\108\\lickitung.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\108\\lickitung
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\109\\koffing.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\109\\koffing
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\110\\weezing.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\110\\weezing
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\111\\rhyhorn.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\111\\rhyhorn
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\112\\rhydon.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\112\\rhydon
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\113\\chansey.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\113\\chansey
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\114\\tangela.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\114\\tangela
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\115\\kangaskhan.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\115\\kangaskhan
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\116\\horsea.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\116\\horsea
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\117\\seadra.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\117\\seadra
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\118\\goldeen.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\118\\goldeen
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\119\\seaking.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\119\\seaking
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\120\\staryu.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\120\\staryu
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\121\\starmie.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\121\\starmie
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\122\\mr-mime.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\122\\mr-mime
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\123\\scyther.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\123\\scyther
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\124\\jynx.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\124\\jynx
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\125\\electabuzz.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\125\\electabuzz
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\126\\magmar.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\126\\magmar
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\127\\pinsir.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\127\\pinsir
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\128\\tauros.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\128\\tauros
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\129\\magikarp.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\129\\magikarp
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\130\\gyarados.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\130\\gyarados
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\131\\lapras.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\131\\lapras
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\132\\ditto.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\132\\ditto
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\133\\eevee.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\133\\eevee
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\134\\vaporeon.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\134\\vaporeon
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\135\\jolteon.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\135\\jolteon
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\136\\flareon.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\136\\flareon
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\137\\porygon.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\137\\porygon
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\138\\omanyte.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\138\\omanyte
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\139\\omastar.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\139\\omastar
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\140\\kabuto.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\140\\kabuto
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\141\\kabutops.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\141\\kabutops
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\142\\aerodactyl.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\142\\aerodactyl
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\143\\snorlax.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\143\\snorlax
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\144\\articuno.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\144\\articuno
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\145\\zapdos.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\145\\zapdos
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\146\\moltres.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\146\\moltres
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\147\\dratini.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\147\\dratini
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\148\\dragonair.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\148\\dragonair
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\149\\dragonite.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\149\\dragonite
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\150\\mewtwo.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\150\\mewtwo
Mech,futuristic,robot,highly detailed,sharp focus, HD,steampunk, 4K, Ultra realistic, artstation, by greg rutkowski -f0.59 -IC:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\151\\mew.png -o C:\\Users\\rosha\\Documents\\Code\\PokemonNightmare\\Images2\\151\\mew
